Sample in Buffer,Sample in Window,TRIGGER,design_1_i/system_ila_0/inst/net_slot_0_axis_tdata[31:0],design_1_i/system_ila_0/inst/net_slot_0_axis_tkeep[3:0],design_1_i/system_ila_0/inst/net_slot_0_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_0_axis_tready,design_1_i/system_ila_0/inst/net_slot_0_axis_tlast,Interface_(i1:s0)_(axi_dma_0_M_AXIS_MM2S)[2:0],T_Channel_(i1:s0)_(axi_dma_0_M_AXIS_MM2S)[2:0]
998,998,0,000000e6,f,1,1,0,"Active","Stream Beat"
999,999,0,000000e7,f,1,1,0,"Active","Stream Beat"
1000,1000,0,000000e8,f,1,1,0,"Active","Stream Beat"
1001,1001,0,000000e9,f,1,1,0,"Active","Stream Beat"
1002,1002,0,000000ea,f,1,1,0,"Active","Stream Beat"
1003,1003,0,000000eb,f,1,1,0,"Active","Stream Beat"
1004,1004,0,000000ec,f,1,1,0,"Active","Stream Beat"
1005,1005,0,000000ed,f,1,1,0,"Active","Stream Beat"
1006,1006,0,000000ee,f,1,1,0,"Active","Stream Beat"
1007,1007,0,000000ef,f,1,1,0,"Active","Stream Beat"
1008,1008,0,000000f0,f,1,1,0,"Active","Stream Beat"
1009,1009,0,000000f1,f,1,1,0,"Active","Stream Beat"
1010,1010,0,000000f2,f,1,1,0,"Active","Stream Beat"
1011,1011,0,000000f3,f,1,1,0,"Active","Stream Beat"
1012,1012,0,000000f4,f,1,1,0,"Active","Stream Beat"
1013,1013,0,000000f5,f,1,1,0,"Active","Stream Beat"
1014,1014,0,000000f6,f,1,1,0,"Active","Stream Beat"
1015,1015,0,000000f7,f,1,1,0,"Active","Stream Beat"
1016,1016,0,000000f8,f,1,1,0,"Active","Stream Beat"
1017,1017,0,000000f9,f,1,1,0,"Active","Stream Beat"
1018,1018,0,000000fa,f,1,1,0,"Active","Stream Beat"
1019,1019,0,000000fb,f,1,1,0,"Active","Stream Beat"
1020,1020,0,000000fc,f,1,1,0,"Active","Stream Beat"
1021,1021,0,000000fd,f,1,1,0,"Active","Stream Beat"
1022,1022,0,000000fe,f,1,1,0,"Active","Stream Beat"
1023,1023,0,000000ff,f,1,1,0,"Active","Stream Beat"
